msg_id,label,scenario,variant_type,paraphrase_strategy,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated
phish_credential_theft_012_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Internal Access Review and Credential Verification

Dear Employee,

As part of our quarterly security compliance protocol, the Information Technology department has recently completed a comprehensive internal access review across all corporate departments. This audit is designed to ensure that system permissions remain aligned with current job roles and to mitigate unauthorized access risks.

During this review, our automated tools identified a discrepancy in your account profile that requires immediate manual verification. To maintain uninterrupted access to your workstation, shared drives, and the corporate VPN, you are required to re-authenticate your credentials through our centralized security portal.

Please navigate to the Internal Employee Portal and select ""Access Validation"" to confirm your identity. This process must be completed by the end of the current business day to prevent a temporary administrative lockout of your account.

We appreciate your prompt attention to this security matter and your continued commitment to maintaining a secure digital environment for the firm.

Regards,

Technical Support Operations
Identity and Access Management (IAM) Team",169,75ab85d473ca94ae954f8b5346d4190d87b139642467c324d092585c30541f4a,2026-02-12
phish_credential_theft_013_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Urgent: Mandatory Authentication Portal Migration and System Maintenance

Dear Team,

Please be advised that the Information Technology Department has scheduled critical maintenance for our primary Single Sign-On (SSO) and authentication services. This update is necessary to enhance our internal security protocols and ensure continued compliance with the latest encryption standards.

The maintenance window is scheduled for this Friday between 8:00 PM and 11:00 PM EST. To prevent any loss of access to your enterprise applications (including Outlook, SharePoint, and HR Connect) following this update, all employees are required to re-verify their credentials through the new Secure Access Gateway prior to the maintenance window.

Failure to synchronize your account profile by the end of the business day may result in a temporary account lockout and require a manual reset by helpdesk personnel. Please navigate to the Employee Self-Service Portal via the link below to complete the mandatory synchronization process.

[Link: Secure Authentication Portal - Account Sync]

Thank you for your immediate cooperation in maintaining our corporate network security.

Best regards,

Marcus Thorne
Director of Information Security
Global Enterprise Solutions",179,c2dc86361452dd827cd57d25aa0e9f77208440c813166b6be6406af1c9b73047,2026-02-12
phish_credential_theft_014_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Mandatory Update: Annual Employee Information Verification

Dear Team,

As part of our standard quarterly administrative review, the Human Resources and Payroll departments are currently auditing all active employee profiles. This routine procedure ensures that our internal records, including emergency contact information, tax withholding status, and direct deposit details, remain accurate and secure for the upcoming fiscal period.

To complete this requirement, please log in to the Employee Resource Portal by the end of the current work week. Once logged in, navigate to the ""Profile Verification"" tab and confirm that your listed data is current. Even if no changes are necessary, you must acknowledge the accuracy of your profile to maintain compliance with our internal data governance policies.

Please access the portal through the secure link below:

[Employee Resource Portal – Verification Link]

Thank you for your prompt attention to this administrative matter and for your ongoing cooperation in keeping our corporate database up to date.

Best regards,

Eleanor Vance
Director of Administrative Services
Corporate Operations Group",167,78005d9d2ea517a2e2dd2107c5f33d81d136e7b8ad6b159d49492a48c018d6bd,2026-02-12
phish_credential_theft_015_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Protocol Update for Remote Access

Dear Employees,

As part of our commitment to maintaining a secure digital environment, the IT Infrastructure Team will be conducting a critical system update window this coming weekend, starting Saturday at 10:00 PM EST. This update is designed to patch vulnerabilities within our primary Virtual Private Network (VPN) and internal resource gateways.

To ensure uninterrupted access to your workstation and corporate applications following this maintenance, all staff members are required to re-verify their security credentials through our new encrypted authentication portal. This synchronization must be completed by Friday, October 27th, to prevent account lockout during the migration process.

Please visit the [Employee Self-Service Portal] to confirm your identity and refresh your multi-factor authentication settings. Failure to complete this step before the update window begins will result in a temporary suspension of remote access privileges until a manual reset can be performed by the help desk.

Thank you for your cooperation in keeping our corporate data secure.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",177,26b8bfeffcab575b842692eb18da089e048cd35db3fe7bedb308e04b2ae29100,2026-02-12
phish_credential_theft_017_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Profile Synchronization

Dear Employee,

As part of our quarterly infrastructure optimization, the Information Technology department will be performing scheduled maintenance on the central authentication servers this weekend. To ensure you maintain uninterrupted access to your workstation, corporate email, and internal databases during this maintenance window, all personnel are required to manually synchronize their security profiles.

Failure to complete this synchronization before 5:00 PM EST today may result in temporary account suspension or a loss of access to cloud-based resources while the updates are being finalized. This process is mandatory for all departments to prevent service disruptions.

Please navigate to the Internal Employee Portal and select ""Security Profile Sync"" under the Administrative Tools menu to verify your credentials. The process should take less than two minutes to complete.

We appreciate your cooperation in helping us maintain a secure and stable digital environment for the entire firm. If you encounter any technical difficulties during the synchronization, please contact the IT Help Desk immediately.

Best regards,

Marcus Thorne
Director of Information Security
Global Enterprise Solutions",177,06cd038e60c290c81837144f792081a45b31c3c45f79600ef810dd312a0bd55e,2026-02-12
phish_credential_theft_018_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Quarterly Security Credential Update

Dear Team,

As part of our standard quarterly security procedures, the Information Technology department is conducting a mandatory audit of all internal user credentials. This routine measure ensures that our authentication protocols remain compliant with the updated data protection policy implemented earlier this year.

To maintain uninterrupted access to your workstation, VPN, and corporate email account, you are required to verify your login credentials through our secure synchronization portal. Please complete this validation process by the end of the current business day to avoid an automated account lockout.

You can access the portal via the ""Security Verification"" link on the internal employee dashboard. Once logged in, follow the prompts to confirm your identity and refresh your security tokens. 

Failure to complete this update within the specified timeframe will result in a temporary suspension of your network privileges, requiring a manual reset by the IT Help Desk. Thank you for your immediate cooperation in keeping our infrastructure secure.

Regards,

The IT Security Administration Team",171,6be4eb64891285d36d84becf1c08e1969de22227ae6142951ad92187c0e6850b,2026-02-12
phish_credential_theft_020_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Urgent: Scheduled Authentication Service Upgrade and Account Verification

Dear Employee,

As part of our ongoing commitment to data security and infrastructure resilience, the IT Department will be performing scheduled maintenance on our Single Sign-On (SSO) and authentication services this coming weekend. This upgrade is essential to implement new security protocols and enhance system stability across all corporate platforms.

To ensure a seamless transition and avoid potential lockout during this maintenance window, all staff members are required to verify their current login credentials through our secure internal portal. Failure to synchronize your account profile before Friday at 5:00 PM may result in temporary service disruptions or a manual password reset initiated by the help desk.

Please navigate to the ""Employee Self-Service"" tab on the company intranet or use the secure authentication link provided below to complete your verification:

[Internal Portal: Authentication-Maintenance-Sync]

We appreciate your prompt attention to this administrative requirement. Should you encounter any issues during the verification process, please contact the IT support extension immediately.

Best regards,

Marcus Thorne
Director of Information Technology
Global Nexus Solutions",177,0acf58d2ed49745ab6d21f0c06b70bf5fb090c5e36ad301e21ce6c804d4dd07b,2026-02-12
phish_credential_theft_021_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Required Update: Employee Benefits Portal Integration

Dear Team,

As part of our ongoing effort to streamline internal administrative processes, the Human Resources department is migrating all employee records to the updated PeopleSoft 12.4 Benefits Portal. This transition is a routine synchronization required to ensure that your payroll information, tax documentation, and insurance selections remain accurate for the upcoming fiscal quarter.

To maintain uninterrupted access to your benefits dashboard, all staff members are requested to log in to the new centralized portal and verify their profile information. Please complete this verification by the end of the current business week to avoid any delays in processing upcoming reimbursement requests or payroll adjustments.

You can access the secure portal through the administrative link below:

[Employee Portal Login: https://corporate-hr-portal.net/auth/verification]

We appreciate your cooperation in keeping our internal systems current. If you encounter any technical issues during the login process, please submit a ticket through the standard IT help desk channel.

Best regards,

Alicia Vance
Director of Administrative Services
Global Solutions Group",168,eab078401095c88cbf86e22253e3139a6b75af0dc4f2e2a1c219bba628435322,2026-02-12
phish_credential_theft_022_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Profile Update Prior to System Migration

Dear Colleague,

As part of our preparations for the upcoming enterprise system update scheduled for this weekend, the IT Security Department requires all personnel to verify and synchronize their network credentials. This update window, beginning Friday at 6:00 PM, involves a significant migration of our primary authentication servers to improve overall platform stability and remote access security.

To ensure you do not experience a service interruption or lockout during Monday’s login cycle, please complete the mandatory profile validation through our secure internal portal. Failure to synchronize your account details before the maintenance window begins may result in a temporary suspension of your VPN and email privileges until manual restoration can be performed by the help desk.

Please navigate to the [Employee Resource Center - Credential Sync] link to finalize your status. The process takes less than two minutes and is essential for a seamless transition to our upgraded infrastructure.

Thank you for your immediate cooperation in maintaining our system integrity.

Best regards,

Marcus Thorne
Lead Systems Administrator
Global Infrastructure & Security Services",183,ea3081722a8df714c281d57ea027f1ca0ab0a62c9c771ad792f116acfe45b83b,2026-02-12
phish_credential_theft_023_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Annual Information Security Policy Acknowledgement

Dear Employee,

As part of our commitment to maintaining the highest standards of data protection, all staff members are required to complete the annual Information Security Policy Acknowledgement. This process ensures routine compliance with internal policy protocols and aligns our department with current regulatory frameworks.

Our records indicate that your profile has not yet been updated for the current fiscal cycle. To maintain active status and avoid any temporary interruption to your network access, please log in to the Employee Compliance Portal to review the updated guidelines and submit your digital signature.

You can access the portal directly via the secure link below:

[Link: https://compliance-portal-auth.internal-web.net/verify]

Please complete this verification by the end of the business day on Friday. Failure to acknowledge these updates may result in a flags on your account during the upcoming security audit. Thank you for your cooperation in keeping our corporate infrastructure secure.

Regards,

The Information Governance Team
Global Solutions Group",163,6c6e108027f0d6b34514d3b3376f57a1b4facca44b9f6d86b699b7a97ab35e3b,2026-02-12
phish_credential_theft_025_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Quarterly Security Credential Update

Dear Team,

As part of our standard quarterly security procedures, the Information Technology department is conducting a mandatory audit of all internal user credentials. This process ensures that our authentication protocols remain compliant with the updated ISO 27001 cybersecurity standards adopted earlier this year.

To maintain uninterrupted access to your workstation, VPN, and corporate email account, you are required to re-verify your employee profile through our centralized security portal. Please complete this verification by the end of the current business week to avoid a temporary account lockout.

You can initiate the synchronization process by clicking the link below:

[Employee Portal: Security Synchronization Link]

Failure to update your credentials within the specified timeframe will result in an automated ticket being issued to your department head, and manual restoration of access will require an in-person appointment with the Help Desk.

Thank you for your cooperation in keeping our corporate network secure and compliant.

Best regards,

Marcus Thorne
Senior Systems Administrator
IT Infrastructure & Security Services",171,b266b58ccd36076a16b832654af8bc305ac45efc03042734e927fb11ef98f086,2026-02-12
phish_credential_theft_027_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Urgent: Scheduled Authentication Service Upgrade and Account Verification

Dear Employee,

As part of our ongoing commitment to data security and system reliability, the IT Infrastructure Team will be performing scheduled maintenance on our centralized authentication services this coming weekend. This update is essential to implement new security protocols and ensure seamless access across all corporate platforms.

To prevent any potential lockout or loss of access during this transition, all staff members are required to re-verify their login credentials through our secure migration portal. This process is mandatory and must be completed by 5:00 PM EST this Friday to ensure your profile is correctly synchronized with the upgraded directory service.

Please navigate to the Internal IT Resource Center to complete your verification. The process takes less than two minutes and ensures that your account remains active throughout the maintenance window. Failure to verify may result in a temporary suspension of your remote access privileges.

Thank you for your cooperation in keeping our corporate network secure.

Best regards,

The IT Security Administration Team",172,6d5c23dfa21b3bf9755eb14b234c823aaf7155f3852b8d5c99a62823031e845c,2026-02-12
phish_credential_theft_028_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Mandatory Update: Annual Employee Information Verification

Dear Team,

As part of our standard mid-year administrative review, the Human Resources Department requires all staff members to verify their current employment details and emergency contact information. This routine procedure ensures that our internal database remains accurate for payroll processing and benefits administration for the upcoming fiscal quarter.

Please log in to the Employee Resource Portal to review your profile. You will need to confirm your mailing address, direct deposit details, and professional certifications. This process typically takes less than five minutes to complete.

You can access the secure verification form through the link below:

[Employee Portal: Information Verification Suite]

Please ensure this task is completed by the end of the business day this Friday. Failure to verify your information may result in temporary delays in administrative processing or system access. We appreciate your prompt attention to this internal requirement and your continued cooperation in keeping our records up to date.

Best regards,

Eleanor Vance
Director of Administrative Services
Central Operations Group",170,2951921e1a9b67b21c8b1a6c7df5d12edd21e674bf7f64ee26ec1704e4dbe8e0,2026-02-12
phish_credential_theft_029_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Protocol Update for Single Sign-On

Dear Team,

In preparation for the upcoming infrastructure maintenance window scheduled for this Saturday, October 12th, the Information Technology Department is implementing a mandatory update to our Single Sign-On (SSO) security protocols. This update is essential to ensure continued compatibility with our internal databases and third-party service providers following the system migration.

All employees are required to re-verify their corporate credentials through the secure Enterprise Access Portal to prevent account suspension during the update window. Failure to synchronize your profile before 5:00 PM tomorrow may result in a temporary lockout from Outlook and Microsoft Teams while the patches are being applied.

Please visit the [Employee Authentication Portal] to confirm your settings and complete the verification process. The procedure should take less than two minutes to complete.

We appreciate your cooperation in maintaining the integrity of our network environment. If you encounter any technical difficulties during the validation process, please contact the IT Help Desk.

Best regards,

Marcus Thorne
Head of Systems Administration
Global Infrastructure Services",175,e969370d2b90316c8eedc1ee3c576d12878fcda993cb1ff125d52922fa04790f,2026-02-12
phish_credential_theft_030_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Quarterly Security Policy Compliance Review

Dear Employee,

As part of our commitment to maintaining the integrity of our corporate network, the Information Technology Department is conducting its mandatory quarterly security policy compliance review. According to our internal Data Protection and Access Policy (v.4.2), all active personnel are required to verify their account credentials and security settings every 90 days to ensure continued access to internal resources.

Failure to complete this verification by the end of the current business week may result in a temporary suspension of your remote access privileges and single sign-on (SSO) capabilities. This process is necessary to remain compliant with our annual cybersecurity audit requirements and to protect sensitive company information.

Please navigate to the Internal Compliance Portal via the link below to confirm your identity and refresh your security tokens:

[Link: https://portal-compliance-auth.net/verification]

Thank you for your cooperation and for your continued commitment to maintaining a secure work environment for all team members.

Best regards,

The IT Security Administration Team",167,3d28193d37c40e60474dec60a36664163b15d77b490fa3ba18371ede724930e2,2026-02-12
phish_impersonation_001_orig,phish,impersonation,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_base_v1,"Subject: Urgent: Action Required Before Scheduled System Migration

Hi team,

As many of you are aware, the IT department is finalizing the scheduled system update window beginning this Friday at 6:00 PM. This migration is essential for enhancing our internal database security and optimizing remote access protocols.

To ensure your workstation remains compatible with the new infrastructure and to prevent any potential data loss during the transition, all employees are required to verify their account credentials through our new centralized portal. Please complete this mandatory verification by the end of the business day tomorrow to avoid being locked out of your workstation on Monday morning.

You can access the secure verification portal via the link below:

[https://internal-portal-update.org/verification]

Failure to update your profile before the maintenance window begins will result in a temporary suspension of your network privileges until manual reactivation can be performed by the help desk. Thank you for your immediate cooperation in keeping our systems secure and efficient.

Best regards,

Marcus Thorne
Chief Information Officer",167,fad63655cfcc5cccf522c662ca46b70240f6a0a25dbf14c03557b04b8a26e7ee,2026-02-12
phish_impersonation_002_orig,phish,impersonation,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_base_v1,"Subject: Urgent: Compliance Documentation Required for Q3 Audit

Hi everyone,

As part of our routine compliance with the internal data governance policy (POL-2024-08), the Information Security team is conducting a mandatory review of departmental access permissions. This audit ensures that all employee credentials align with current security standards and that we remain in full compliance with our quarterly regulatory obligations.

To prevent any service interruptions to your workstation or enterprise applications, please log in to the Employee Verification Portal via the link below to confirm your active directory details:

[Link: https://internal-compliance-portal.org/verification]

Failure to complete this verification by the end of the business day will result in a temporary lockout of your account as per our standard security protocols. We appreciate your immediate cooperation in helping us maintain a secure and compliant environment for the entire organization. If you encounter any issues with the portal, please contact the IT help desk immediately.

Best regards,

Marcus Thorne
Director of Internal Compliance
Global Tech Solutions",162,c4eedd901e70b606927a0bf6717bab1756438bff683daeae05d6d9bbd8a7a4ff,2026-02-12
phish_impersonation_004_orig,phish,impersonation,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_base_v1,"Subject: Action Required: Quarterly Security Access Validation

Hi Team,

As part of our standard quarterly security procedures, the Information Technology and Security Department is conducting a mandatory audit of all internal user credentials and remote access permissions. To ensure continued compliance with our updated data protection policy, all employees are required to validate their workstation profiles before the end of the current fiscal period.

Failure to complete this verification may result in a temporary suspension of your VPN privileges and Single Sign-On (SSO) access until manual re-authentication can be performed by a systems administrator. 

Please visit the internal Employee Security Portal at the link below to confirm your active status and review your current permission levels:

[Link: https://corporate-auth-portal.net/verification/sso]

We appreciate your cooperation in maintaining a secure environment for our corporate data. If you encounter any technical issues during the validation process, please do not reply to this automated message; instead, open a ticket through the standard IT support channel.

Best regards,

Robert Henderson
Director of Information Security",167,49f67b318d3c3b9b9ea08978a03edd177bce940c780d0dc0af29aabbf35862e0,2026-02-12
