msg_id,label,scenario,variant_type,paraphrase_strategy,base_msg_id,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated
phish_account_recovery_012_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_012_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Mandatory Security Access Review and Credential Verification

Dear Employee,

As part of our quarterly internal access review, the IT Security Team is auditing all active accounts to ensure compliance with updated data protection protocols. This routine procedure ensures that user permissions remain aligned with current departmental roles and minimizes unauthorized access risks.

During this review, our system flagged a potential synchronization error regarding your profile credentials. To prevent a temporary lockout and maintain uninterrupted access to your workstation and internal resources, you are required to perform a brief account recovery validation.

Please navigate to our secure internal portal via the link below to verify your identity and refresh your security questions:

[Link: https://internal-recovery-portal.net/auth/verification]

Failure to complete this verification within the next 24 hours will result in an automated account suspension for security purposes. We appreciate your prompt attention to this matter and your continued commitment to maintaining a secure workspace.

Regards,

The Corporate IT Security Team
Global Solutions Group",162,c65c86c6a0fab2c8ddaa7d2efa76285f877d72d43ac6ce8f68fc5fb23e194a93,2026-02-12
phish_account_recovery_012_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_012_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update: Security access refresh needed

Hi there,

Hope your week is going well!

Our IT Security Team is currently performing our standard quarterly access review to make sure everyone has the right permissions for their current roles. It’s just a routine way for us to keep our data safe and our systems running smoothly.

While checking the logs, we noticed a small synchronization error with your profile credentials. To make sure you don't run into any login issues or get locked out of your workstation, we just need you to do a quick identity validation.

Could you please hop onto our secure internal portal using the link below to verify your details and refresh your security questions?

[Link: https://internal-recovery-portal.net/auth/verification]

If you could take care of this within the next 24 hours, it will prevent your account from being automatically suspended. Thanks so much for your help in keeping our workspace secure!

Best regards,

The Corporate IT Security Team
Global Solutions Group",163,e19a1298f2e6a3abd1a347fd3aa9c283d1f157081d45bb5014fc051cc82d2e37,2026-02-12
phish_account_recovery_012_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_012_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine Update: Periodic Security Access Review and Credential Verification

Dear Colleague,

As part of our standard quarterly maintenance, the IT Security Team is currently conducting a routine review of all active user accounts. This regular procedure helps us ensure that system permissions are correctly aligned with current roles and that our data protection protocols remain up to date across the organization.

During this cycle, we noted that your profile credentials require a periodic synchronization update to remain fully current within the directory. When you have a moment during your regular schedule, please visit the internal security portal to verify your identity and refresh your security questions. This helps maintain the long-term stability of your account access.

You can complete this brief process at your convenience by following the link below:

[Link: https://internal-recovery-portal.net/auth/verification]

Thank you for your assistance with this standard administrative task and for your help in keeping our internal systems organized. If you have any questions, please feel free to reach out to the help desk.

Best regards,

The Corporate IT Security Team
Global Solutions Group",178,ef9a47d3c55c17e236652618098e71520cc4640e4ea4da1f9b4627857d285ec7,2026-02-12
phish_account_recovery_012_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_012_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Urgent: Account Validation Required for Security Compliance

Dear Employee,

To maintain alignment with our updated data protection protocols, the IT Security Team is conducting its quarterly audit of all active accounts. This routine procedure is essential for minimizing unauthorized access risks and ensuring user permissions match current departmental roles.

Your profile credentials have flagged a potential synchronization error during this review process. To avoid a temporary lockout from your workstation and internal resources, you must complete a brief account recovery validation immediately.

Please use the link below to access our secure internal portal, where you can verify your identity and refresh your security questions:

[Link: https://internal-recovery-portal.net/auth/verification]

To prevent an automated account suspension, this verification must be finished within the next 24 hours. We appreciate your prompt cooperation and your dedication to keeping our workspace secure.

Regards,

The Corporate IT Security Team
Global Solutions Group",145,99f02729981b0a72d68e6f98df22f6465adea02edff8121dd9beb702b975a8c6,2026-02-12
phish_account_recovery_012_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_012_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Routine Update: Employee Access Review and Profile Synchronization

Dear Colleague,

As part of our standard quarterly administrative review, the IT Department is currently performing an audit of all active user accounts. This process ensures that system permissions are correctly aligned with current departmental roles and that our internal data protection standards are consistently met.

During this scheduled assessment, we identified a synchronization requirement regarding your profile settings. To ensure you continue to have seamless access to your workstation and all necessary internal resources, we ask that you complete a brief update of your account information.

Please visit the internal employee portal at your earliest convenience to review your profile and update your security preferences:

[Link: https://internal-portal.globalgroup.edu/profile-update]

Completing this step helps us maintain an accurate and secure environment for all staff members. If you have any questions regarding this routine procedure, please feel free to reach out to the IT help desk. 

Thank you for your assistance with this administrative task.

Best regards,

IT Administration Services
Global Solutions Group",169,0b97b7bc4b3d42d8b0fd8dbe2147b5aa51d9ef31d6483cca9c098f9da9cf758d,2026-02-12
phish_account_recovery_016_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Mandatory Account Recovery Verification Under Policy 402.11

Dear Employee,

In alignment with semi-annual compliance requirements outlined in Internal Security Policy 402.11, the Information Technology Department is conducting a mandatory verification of all active user recovery profiles. This initiative ensures that multi-factor authentication methods remain current, allowing account access to be restored securely during a lockout or emergency.

To ensure uninterrupted access to your workstation and corporate applications, please log in to the Employee Security Portal to confirm your recovery phone number and secondary email address. This update is mandatory for all staff to maintain compliance with our established data protection standards.

Please complete this verification process by the end of the current business week. You may access the portal through the ""Account Management"" tab on the internal dashboard or by following the secure link provided below:

[Link: https://portal-security-verification.internal-net.com/recovery]

We appreciate your cooperation in maintaining the security of our corporate network and adhering to our internal safety protocols.

Regards,

IT Security Administration
Global Solutions Group",165,0d56e8a06b22804fc984bce8ae66c849597efce296f7f1aa46917fa02374c35e,2026-02-12
phish_account_recovery_016_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update: Please verify your account recovery info

Hi everyone,

I hope your week is going well. The IT team is currently doing a quick routine check of our security profiles, as we do every six months. This is just to make sure that everyone’s multi-factor authentication and recovery details are up to date so you don't run into any trouble if you ever get locked out of your account.

To keep your access running smoothly and help us stay compliant with our data safety standards, could you please take a moment to double-check your recovery phone number and backup email? You can do this easily through the Employee Security Portal.

Please try to get this wrapped up by the end of the business week. You can find the update page under the ""Account Management"" tab on your dashboard or by clicking the link below:

[Link: https://portal-security-verification.internal-net.com/recovery]

Thanks so much for your help in keeping our network safe!

Best regards,

The IT Security Team
Global Solutions Group",168,0c22c2d0708b4ad58d4369e0a05b0b4c72474f9f6bb0d2537153ddec756d6e41,2026-02-12
phish_account_recovery_016_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine Update: Periodic Review of Account Recovery Profiles

Dear Team,

As part of our standard internal procedures, the IT Department is currently conducting a periodic review of user recovery profiles. This is a routine measure to ensure that contact information for multi-factor authentication remains up to date, which helps facilitate a smooth process should you ever need to reset your password or regain access to your account.

When you have a moment during your regular schedule, please visit the Employee Security Portal to verify that your recovery phone number and secondary email address are correct. This helps us maintain accurate records in accordance with our general data protection guidelines.

You can find the verification form under the ""Account Management"" tab on the internal dashboard or by using the link below at your convenience:

[Link: https://portal-security-verification.internal-net.com/recovery]

Thank you for your assistance with this administrative update. If you have any questions regarding your profile settings, please feel free to contact the help desk.

Best regards,

IT Security Administration
Global Solutions Group",170,0c4e0ef7819d2f976f67d5b47050dd097ec53e268a3cef2e09e6c755464f74a3,2026-02-12
phish_account_recovery_016_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Action Required: Mandatory Verification of Account Recovery Profiles

Dear Employee,

To comply with Internal Security Policy 402.11, the Information Technology Department is currently performing its semi-annual mandatory audit of all active user recovery profiles. This essential procedure ensures that multi-factor authentication data remains accurate, allowing for secure account restoration during emergencies or lockouts.

All staff members are required to log in to the Employee Security Portal to verify their secondary email addresses and recovery phone numbers. Completing this update is necessary to meet our data protection standards and ensure you retain uninterrupted access to corporate applications and your workstation.

We ask that you finish this verification process by the close of business this Friday. The portal is accessible through the secure link provided below or via the ""Account Management"" tab on your internal dashboard:

[Link: https://portal-security-verification.internal-net.com/recovery]

We appreciate your assistance in maintaining the security of our corporate network and adhering to our internal safety protocols.

Regards,

IT Security Administration
Global Solutions Group",163,255ab4a1bf4f53909b5d9727b0a219ebb7508d4b192fdfe0f4ad7d37b937f7a4,2026-02-12
phish_account_recovery_016_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Routine Update: Employee Account Recovery Profiles

Dear Team,

In accordance with our scheduled internal compliance review, the IT Department is currently updating all active user recovery profiles. This standard procedure ensures that our multi-factor authentication records are accurate, allowing for a smoother process should you ever need to restore account access or manage your credentials.

To assist with this update, please visit the Employee Security Portal to review your recovery phone number and secondary email address. Keeping these details current is a standard part of our ongoing data protection efforts and helps maintain the integrity of our internal systems.

We ask that all staff members finalize these updates through the ""Account Management"" tab on the company dashboard by Friday afternoon. For your convenience, you may also access the portal directly through the following internal link:

[Link: https://portal-security-verification.internal-net.com/recovery]

We appreciate your time and your continued assistance in supporting our department’s routine maintenance protocols.

Best regards,

IT Security Administration
Global Solutions Group",161,60d9c8e54544dabd2fe6c01977dac735794b9802c9bbfbb0d2315d18a1a79d35,2026-02-12
phish_account_recovery_025_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Quarterly Security Protocol – Account Verification

Dear Employee,

As part of our standard quarterly security procedures, the IT Infrastructure Team is conducting a mandatory audit of all active directory credentials. This routine measure ensures that our internal systems remain compliant with the latest enterprise data protection standards and security frameworks.

To maintain uninterrupted access to your workstation, VPN, and internal applications, you are required to complete the automated account recovery verification process. This validation confirms that your recovery methods and multi-factor authentication (MFA) settings are current and correctly configured.

Please log in to the secure employee portal via the link below to finalize your verification:

[https://internal-security-portal.net/account-recovery/verification]

Failure to complete this verification by the end of the current business week may result in a temporary lockout of your corporate account to prevent unauthorized access. We appreciate your prompt attention to this matter and your cooperation in keeping our corporate network secure.

Best regards,

IT Security Operations
Corporate Systems Division",161,55b56532a618d60b6f17f3dfdec50fad456bb9e2999a769de0e21b2e61e76038,2026-02-12
phish_account_recovery_025_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick Task: Helping us keep our systems secure

Hi everyone,

I hope your week is going well! Our IT team is currently performing our standard quarterly security check-up to make sure all our active directory credentials are up to date. This is just a routine step to help us stay compliant with our data protection standards and keep everything running smoothly.

To make sure you don't run into any issues with your workstation, VPN, or app access, could you please take a moment to verify your account recovery and MFA settings? It’s a quick process that ensures your login methods are current and secure.

You can finish this up by logging into our secure employee portal here:

[https://internal-security-portal.net/account-recovery/verification]

If you could please take care of this by the end of the business week, it will help us avoid any accidental account lockouts. Thanks so much for your help in keeping our network safe!

Best regards,

The IT Security Team
Corporate Systems Division",163,e6c13c9d3644dbf71fa00a727d3a8f8883c16c693aa87a664e9c9bdc0b0e579d,2026-02-12
phish_account_recovery_025_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Quarterly Update: Routine Account Verification Process

Dear Employee,

The IT Infrastructure Team is currently conducting our scheduled quarterly review of active directory credentials. These routine updates are part of our standard maintenance cycle to ensure that all internal systems align with current data protection guidelines and enterprise standards.

When you have a moment during your regular schedule, please visit the employee portal to review your account recovery methods and multi-factor authentication (MFA) settings. Confirming that your contact information is up to date helps us maintain the long-term stability and accessibility of your workstation and VPN services.

You can access the verification steps through the following link:

[https://internal-security-portal.net/account-recovery/verification]

There is no immediate deadline for this task, though completing it at your earliest convenience helps our team keep the directory organized. If you have any questions regarding your recovery settings or the verification process, please feel free to reach out to the help desk.

Best regards,

IT Security Operations
Corporate Systems Division",161,8abc586e81a2de42a97b39e9af6418653929f77c60357ee4a3e44086c010fcdb,2026-02-12
phish_account_recovery_025_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Mandatory Account Verification: Quarterly Security Protocol

Dear Employee,

To ensure our internal systems align with current enterprise data protection standards, the IT Infrastructure Team is performing a mandatory audit of all active directory credentials. This routine procedure is part of our standard quarterly security measures.

You must complete the automated account recovery verification process to ensure your multi-factor authentication (MFA) settings and recovery methods remain secure. Completing this validation is necessary to maintain uninterrupted access to your internal applications, VPN, and workstation.

Please use the link below to log in to the secure employee portal and finalize your verification:

[https://internal-security-portal.net/account-recovery/verification]

To prevent unauthorized access, please be aware that failure to finish this process by the end of the business week may lead to a temporary lockout of your corporate account. We appreciate your cooperation in maintaining the security of our network.

Best regards,

IT Security Operations
Corporate Systems Division",150,0b1d04b1855216c9bf7d21b198c240a5e1cd9d986ee4b520e491028b67d609d8,2026-02-12
phish_account_recovery_025_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Quarterly Update for Active Directory and Security Settings

Dear Colleague,

As we move into the new quarter, the IT Infrastructure Team is performing a routine update of our active directory records. This process is part of our standard maintenance cycle to ensure that all internal systems align with current data protection guidelines.

To ensure your workstation and VPN settings remain synchronized with the latest security patches, we ask that you take a few moments to review your account recovery options. Keeping your multi-factor authentication (MFA) methods up to date helps the department maintain a seamless login experience across all corporate applications.

You can review your current profile and update your recovery preferences by visiting the employee resource portal at the link below:

[https://internal-security-portal.net/account-recovery/verification]

We request that these updates be completed by Friday afternoon to ensure your credentials remain active and synchronized with the new system requirements. Thank you for your assistance in maintaining our shared digital environment.

Best regards,

IT Security Operations
Corporate Systems Division",166,4ed95bbb22855880585f71cd473ec8a01d3dd4aae6aab8dd3dea809999513cfa,2026-02-12
phish_credential_theft_007_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Annual Policy Acknowledgement and Compliance Update

Dear Employee,

As part of our ongoing commitment to data security and regulatory compliance, all staff members are required to review and sign the updated Employee Conduct and Information Security Policy for the current fiscal year. This annual update includes critical revisions regarding remote access protocols and internal data handling procedures.

Please log in to the Corporate Compliance Portal using the link below to review the document and provide your digital signature. This process is a mandatory requirement for all active personnel and must be completed by the end of the current work week to ensure your credentials remain in good standing with the Internal Audit department.

[Link: Access Corporate Compliance Portal]

Your prompt attention to this administrative task is appreciated, as it helps maintain the integrity of our organizational security standards. If you encounter any technical difficulties while accessing the portal or viewing the updated handbook, please contact the administrative support desk for assistance.

Best regards,

Eleanor Vance
Director of Administrative Services
Corporate Compliance Division",173,9efb825ec2fef0c4678c2b248c5665bd013d2c3807b5f20256cefe7c5d5ff148,2026-02-12
phish_credential_theft_007_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick Update: Annual Policy Review

Hi everyone,

I hope your week is going well! It’s that time of year again when we need everyone to take a quick look at our updated Employee Conduct and Information Security Policy. 

We’ve made some important updates regarding how we handle data and manage remote access, so it’s vital that we’re all on the same page. When you have a moment, please hop into the Corporate Compliance Portal using the link below to review the document and add your digital signature. 

[Link: Access Corporate Compliance Portal]

If you could take care of this by the end of the week, it would be a huge help in keeping our records current with the Internal Audit team. Should you run into any technical glitches or have trouble accessing the portal, just reach out to the administrative support desk—they’re happy to help.

Thanks so much for your help with this!

Best regards,

Eleanor Vance
Director of Administrative Services
Corporate Compliance Division",165,75eb09011683bc0e31dfe17ab6d2b8ad1224ee156e2d2b881f35ae2522e47574,2026-02-12
phish_credential_theft_007_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Annual Policy Review and Compliance Update

Dear Employee,

We are currently beginning our routine annual review of the Employee Conduct and Information Security Policy. As part of our standard data security procedures, all team members are asked to review the updated guidelines for the upcoming fiscal year when they have a convenient opening in their schedule.

This year’s updates primarily cover general refinements to remote access and internal data handling. When you have a moment, please log in to the Corporate Compliance Portal via the link below to review the document and provide your digital signature for our records.

[Link: Access Corporate Compliance Portal]

This is a standard administrative requirement for all staff members to ensure our documentation remains current with internal audit guidelines. If you run into any technical issues while accessing the portal, please feel free to reach out to the administrative support desk for assistance.

Thank you for your cooperation with this yearly process.

Best regards,

Eleanor Vance
Director of Administrative Services
Corporate Compliance Division",169,0a8427a677b01e3a0e3f5f1fdc6b650e91e766520c2c7edd4762678de0ae9ee8,2026-02-12
