msg_id,label,scenario,variant_type,paraphrase_strategy,base_msg_id,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated
phish_account_recovery_006_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_006_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Update your account verification settings

Dear Employee,

Our technical department is currently performing scheduled maintenance on our global authentication services to improve overall system reliability. During this routine update, we encountered a minor synchronization issue with your primary login profile. To ensure you do not experience any disruptions in accessing your corporate applications or internal resources, we need you to manually verify your credentials through our updated security gateway.

Please visit https://secure-portal.example to complete the necessary verification steps. This process should take less than two minutes and will synchronize your profile with our new encrypted database. We recommend completing this update before the end of the business day to prevent any temporary lockouts during the final phase of our maintenance window.

We appreciate your cooperation as we work to maintain a secure and efficient environment for all staff members. If you have any questions regarding these infrastructure improvements, please reach out to the IT help desk for further clarification.

Best regards,

Global Account Services Team",168,4047d45b17633414e0791a8aff6e4d5c5644bfbd6bbf67f5a744029277cc600d,2026-02-04
phish_account_recovery_006_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_006_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update needed for your account settings

Hi there,

I hope you’re having a great week so far. Our IT team is currently working on some scheduled maintenance to keep our authentication services running smoothly and reliably for everyone. During this routine update, we noticed a small synchronization hiccup with your primary login profile. To make sure you don't run into any annoying disruptions when trying to access your corporate apps or internal tools, we just need you to manually verify your credentials through our updated security gateway.

Could you please head over to https://account-support.example to finish these quick verification steps? It should only take a couple of minutes and will get your profile synced up with our new database. If you can, try to get this done before the end of the day to avoid any temporary lockouts while we wrap up the maintenance. Thanks so much for your help with this! If you have any questions, feel free to reach out to the help desk.

Best regards,

The IT Team",173,5116e644a5fd88c12cb843f3f705bafd3785ce1d80ea802f75569e1a0701fd6a,2026-02-04
phish_account_recovery_006_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_006_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine update to your account verification settings

Dear Employee,

Our technical department is currently performing scheduled maintenance on our global authentication services to improve overall system reliability. During this routine update, we are asking all staff members to synchronize their primary login profiles with our new encrypted database. This is a standard procedure intended to ensure that you continue to have seamless access to all corporate applications and internal resources following the infrastructure upgrade.

When you have a moment, please visit https://secure-portal.example to complete the necessary verification steps. This process is straightforward and should take only a few minutes of your time. While there is no immediate rush, completing this update at your earliest convenience will help us finalize the transition smoothly for your department.

We appreciate your ongoing cooperation as we work to maintain a secure and efficient digital environment for our entire team. If you have any questions regarding these improvements, please feel free to reach out to the IT help desk for further clarification.

Best regards,

Global Account Services Team",174,5e3646bd76a764068327e512150f3785a421d839320f73a0ba7418f7e6af1cda,2026-02-04
phish_account_recovery_006_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_006_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Action Required: Update your account verification settings

Dear Employee,

To improve overall system reliability, our technical department is currently performing scheduled maintenance on our global authentication services. We encountered a minor synchronization issue with your primary login profile during this routine update. We need you to manually verify your credentials through our updated security gateway to ensure you do not experience any disruptions in accessing your corporate applications or internal resources.

Please visit https://secure-portal.example to complete the necessary verification steps. This process will synchronize your profile with our new encrypted database and should take less than two minutes. To prevent any temporary lockouts during the final phase of our maintenance window, we recommend completing this update before the end of the business day.

We appreciate your cooperation as we work to maintain a secure and efficient environment for all staff members. Please reach out to the IT help desk for further clarification if you have any questions regarding these infrastructure improvements.

Best regards,

Global Account Services Team",168,e62c49ea92888ef15bc53ac597f750fccb5a2249bb7393de2c648b4dd3e4a59b,2026-02-04
phish_account_recovery_006_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_006_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Scheduled maintenance for internal authentication systems

Dear Team,

The IT department is currently finalizing a series of infrastructure improvements to our central authentication systems. These updates are intended to streamline the login process and provide better stability across all corporate platforms. As part of this transition, we are asking all staff members to refresh their profile settings to ensure compatibility with the new environment.

To assist with this transition, please navigate to https://secure-portal.example and follow the prompts to confirm your current account details. Completing this step helps the technical team ensure that your access to internal resources remains consistent as we move into the next phase of the update. We suggest finishing this brief walkthrough before you sign off for the day to ensure a smooth transition for your department.

We appreciate your patience while we work to modernize our digital workspace. Should you have any questions about these system improvements, please feel free to contact the technical support team during regular business hours.

Best regards,

Technical Services Group",170,e61ad38241471407bf4adfc500b297513709cc5bf8129df7e613f0f01df61ca6,2026-02-04
phish_account_recovery_007_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Urgent: Mandatory Account Security Verification

Dear Employee,

As part of our ongoing commitment to workspace security and system integrity, our administration team is conducting a routine verification of all active user profiles. During a recent automated synchronization, we encountered a minor technical discrepancy regarding the secondary authentication settings on your account. 

To ensure that you do not experience any disruption in your access to internal resources, corporate databases, or shared network drives, we kindly ask that you take a moment to confirm your current credentials. This process is a standard administrative procedure designed to maintain the stability of our network environment and protect your data from synchronization errors.

Please navigate to the following internal directory to complete the verification step: https://account-support.example. This process is mandatory and should take less than two minutes of your time. If you have any questions regarding this request, please contact the central help desk. We appreciate your cooperation in keeping our company systems running smoothly for everyone.",163,e86b19165c7f24b39c83c4a26a9f54dd59266d6bc1039656e5b333c0e04fd078,2026-02-04
phish_account_recovery_007_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick help with your account verification

Hi there,

I hope you’re having a great week so far! I’m reaching out because our team is currently doing a quick routine check of all our active user profiles to keep everything running smoothly. During a recent system sync, we noticed a small technical glitch related to the secondary authentication settings on your specific account.

To make sure you don’t run into any annoying disruptions while trying to access your internal resources or shared drives, could you please take a quick moment to confirm your credentials? It’s just a standard step we take to keep our network stable and protect your data from any sync errors.

You can finish this up easily by heading over to our internal directory here: https://account-support.example. It should honestly take less than two minutes of your time. If you have any questions at all, feel free to shout or contact the help desk. Thanks so much for helping us keep things secure!",165,74eef5da0c46badf5c88bb79bba39a9071d47e1096cca193326c41167c154134,2026-02-04
phish_account_recovery_007_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Periodic System Profile Update

Dear Employee,

As part of our commitment to maintaining reliable workspace systems, our IT administration team is performing a periodic review of all active user profiles. During our most recent synchronization cycle, we noticed a minor inconsistency regarding the secondary authentication configurations on your specific account.

To ensure your continued access to internal resources and shared network drives remains seamless, we would appreciate it if you could verify your current credentials at your earliest convenience. This is a standard administrative procedure intended to prevent future technical errors and ensure that your profile data is properly mapped within our central directory.

When you have a moment, please visit the internal verification portal at https://secure-portal.example to complete this routine update. The steps are straightforward and typically take only a few minutes to finish. If you require any clarification or have questions about this request, please feel free to reach out to the help desk team. We appreciate your assistance in keeping our internal systems current.",168,268904aff4650a2080768c1c0f7d324097c04099318ee2c38d207a2eeba559ee,2026-02-04
phish_account_recovery_007_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Routine Account Verification Required

Dear Employee,

Our administration team is currently performing a standard verification of all active user profiles to uphold our commitment to system integrity and workspace security. During a recent automated synchronization, a minor technical discrepancy was identified regarding the secondary authentication settings associated with your account. 

We kindly ask that you confirm your current credentials to avoid any potential disruption in your access to shared drives or internal resources. This administrative procedure is essential for maintaining network stability and ensuring your data remains protected from synchronization errors. 

Please visit the following internal directory to complete this mandatory verification step: https://account-support.example. This process is designed to be efficient and should require less than two minutes of your time. For any further clarification or questions regarding this request, please reach out to the central help desk. We appreciate your prompt cooperation in helping us keep our company systems running smoothly for the entire team.",157,528557a816dc10ec3675bb3c03841f714868cc56cf3f5277846f191605664f8b,2026-02-04
phish_account_recovery_007_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_007_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Update Regarding Your Network Profile Configuration

Dear Team Member,

Our administration team is currently performing a scheduled synchronization of user profiles to ensure all secondary authentication settings align with our latest system requirements. During this periodic review, we noticed that your profile configuration requires a brief manual update to maintain full compatibility with our internal network resources and shared project drives.

To prevent any potential connectivity issues during your daily workflow, we ask that you visit the internal directory at https://secure-portal.example to confirm your current settings. This standard procedure helps our technical department maintain a stable and reliable environment for all staff members while preventing future synchronization errors.

The update is straightforward and typically requires only a few moments to complete. We appreciate your assistance in helping us keep our corporate infrastructure organized and efficient. If you have questions about this request or need assistance navigating the portal, please reach out to the help desk at your earliest convenience. Thank you for your continued cooperation.",166,4078018ec2c1e78ea818253649f3d7fa24ab4051b25cd61742f931b121dd55a7,2026-02-04
phish_account_recovery_008_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_008_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Account Verification and System Update Readiness

Dear Employee,

Our records indicate that your internal account credentials failed to synchronize during the most recent automated security sweep. This issue occasionally occurs when a session expires during a background verification process. To ensure that your remote access remains uninterrupted, we kindly ask you to manually re-authenticate your profile through our centralized identity management portal.

Maintaining an active status is particularly important this week as we prepare for the upcoming system update window scheduled for Friday evening. Failure to verify your credentials before this maintenance period may result in a temporary lockout or the loss of saved preferences within your workstation environment. 

Please visit https://account-support.example at your earliest convenience to confirm your identity and complete the synchronization process. The entire procedure should take less than two minutes of your time. If you encounter any technical difficulties while logging in, please contact the internal help desk for further assistance. Thank you for your cooperation in keeping our systems secure.

Best regards,

IT Account Services Team",174,3fc202e754a360070a9f67e843d833b341b2c53375d134d1ebff12d02c2e3919,2026-02-04
phish_account_recovery_008_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_008_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update: Refreshing your account sync

Hi there,

Hope your week is going well so far! We noticed a small hiccup during our latest automated security sweep where your account credentials didn't quite sync up with the main system. This usually happens if a session times out in the background, so it is nothing to worry about. To make sure your remote access stays smooth and uninterrupted, could you please take a quick moment to manually re-authenticate your profile?

It is especially helpful to get this sorted now because we have a big system update coming up this Friday evening. Verifying your details beforehand ensures you won’t run into any lockout issues or lose your personal workstation settings during the maintenance window. 

Just head over to https://account-sync.example to confirm your identity. The whole process is super fast and should take less than two minutes. If you hit any snags, just give the help desk a shout. Thanks for helping us keep things running smoothly!

Best,

The IT Team",169,14638499df45a0097b299251ce0bf2e903287055584e26dbfcae304902e5d850,2026-02-04
phish_account_recovery_008_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_008_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine Account Synchronization and Profile Verification

Dear Employee,

As part of our standard quarterly maintenance, we are currently performing a routine synchronization of internal account credentials across the department. Our records suggest that your profile is currently pending a manual update to align with the latest identity management protocols. This is a common occurrence during our periodic background verification cycles and helps ensure that your workstation settings remain consistent.

We would appreciate it if you could take a moment when your schedule permits to re-authenticate your profile through our central portal. Keeping your status active will assist with the smooth deployment of upcoming system enhancements. You can complete this short process by visiting https://secure-portal.example whenever you have a few minutes to spare. 

There is no immediate rush, but completing this step ensures your preferences are preserved during the next scheduled maintenance window. If you have any questions or require assistance with the portal, please reach out to the help desk.

Best regards,

IT Account Services Team",167,faf8459b220d4e0f685c8fdff8f0e70c64729486b1504dc5e07186c042d203ac,2026-02-04
phish_account_recovery_008_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_008_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Urgent: Manual Credential Synchronization Required

Dear Team Member,

A recent automated security sweep has identified a synchronization failure regarding your internal account credentials. This discrepancy often arises when background verification processes are interrupted by an expired session. To prevent any unexpected disruptions to your remote access, it is necessary to manually re-authenticate your profile through our centralized identity management system as soon as possible.

It is vital that your account status remains active this week, especially given the upcoming system maintenance window scheduled for Friday evening. If your credentials are not verified prior to this update, you may experience a temporary lockout or lose personalized settings on your workstation.

Please navigate to https://secure-portal.example to confirm your identity and finalize the synchronization process immediately. This task is brief and typically requires less than two minutes to complete. Should you experience any issues during the login process, please reach out to the internal help desk. We appreciate your prompt attention to this matter.

Best regards,

IT Account Services Team",168,33a17f1709a0a685425c00dac44648e23b6838bdc4940b7d6594df00cca36323,2026-02-04
phish_account_recovery_008_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_008_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Internal Credential Synchronization and Maintenance Update

Dear Employee,

Our records indicate that your internal account credentials did not synchronize during the last scheduled security sweep. This situation sometimes occurs when a session times out while background processes are running. To ensure that your remote access remains functional, we ask that you manually re-authenticate your profile through the centralized identity management portal.

Maintaining an active status is important this week as we prepare for the system update window scheduled for Friday evening. Completing the synchronization before this maintenance period helps prevent potential access issues or the loss of saved settings within your workstation environment. 

Please visit https://secure-portal.example when you have a moment to confirm your identity and complete the process. The update should take less than two minutes to finish. If you encounter any technical difficulties while logging in, please contact the internal help desk for further assistance. We appreciate your cooperation in helping us maintain the integrity of our internal systems.

Best regards,

IT Account Services Team",168,4e14e0eeaab885fd853e9d0e072f899c04a1514a8acc1ee26078c00e6c0c270e,2026-02-04
phish_account_recovery_009_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Verification of your internal account credentials

Dear Employee,

We are reaching out from the IT Account Services team to assist with a minor synchronization issue discovered during our routine systems audit this morning. Our records indicate that your recent login attempts failed to fully validate against our secondary authentication server, which may lead to an inadvertent service interruption if not addressed promptly.

To maintain continuous access to your workspace and ensure your profile remains in full compliance with our internal security policy, we kindly ask that you perform a brief identity verification. This standard procedure is designed to protect your data and prevent any potential lockout from your enterprise applications.

Please visit our secure validation portal at https://account-support.example to confirm your current credentials and refresh your session. The process should take less than two minutes to complete. We appreciate your cooperation in helping us maintain a reliable and secure environment for all team members. If you have any questions regarding this request, please contact the internal support desk.",171,f6b57ebcc973e6cda543fc4f36becaf284f6b49e38f38cab9ed0feb1d27191a5,2026-02-04
phish_account_recovery_009_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick help needed with your account sync

Hi there,

I hope your week is off to a great start! I am reaching out from the IT team because we noticed a small synchronization hiccup during our routine system check this morning. It looks like your recent login didn't quite catch on our backup server, and we want to make sure you don't run into any annoying service interruptions or get locked out of your workspace while you are busy.

To keep everything running smoothly and ensure your profile stays up to date with our latest security standards, could you please take a quick moment to verify your account? It is a very simple process that should take less than two minutes of your time. Just head over to our secure portal at https://secure-portal.example to refresh your session and confirm your details. 

We really appreciate you helping us keep our systems reliable for everyone. If you run into any trouble, just give us a shout!",165,c5474bfff03831e5add4f99829138230b14894d26d6b612c7be98203bc7b882c,2026-02-04
phish_account_recovery_009_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine account synchronization update

Dear Employee,

The IT Account Services team is currently conducting a scheduled maintenance cycle to ensure all internal profile data remains synchronized across our secondary authentication servers. During our periodic audit, we noticed that your account requires a standard session refresh to align with the latest system updates. This is a routine procedure intended to ensure that your access to enterprise applications remains consistent and compliant with our general security guidelines.

When you have a moment during your regular work day, please visit our secure validation portal at https://secure-portal.example to verify your current credentials. Completing this process helps us maintain the integrity of our internal databases and prevents any minor technical discrepancies from occurring in the future.

The update is straightforward and should only take a few minutes of your time. We appreciate your assistance with these administrative maintenance tasks. If you have any questions regarding this request, please feel free to reach out to the help desk at your convenience.",166,79cbba2c8a1ae5d4162efbfd44537779db5b10ef4132c4c774b57db1fa8400a9,2026-02-04
phish_account_recovery_009_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Urgent: Mandatory Identity Verification for Account Synchronization

Dear Employee,

A routine systems audit performed this morning by the IT Account Services team has identified a minor synchronization issue regarding your internal profile. Our records show that your latest login attempts did not fully validate against the secondary authentication server. To prevent any inadvertent service interruptions or potential lockouts from your enterprise applications, it is necessary to address this discrepancy immediately.

Maintaining full compliance with our internal security policy is essential for protecting your data and ensuring continuous access to your workspace. We kindly request that you perform a brief identity verification to refresh your session. Please visit the secure validation portal at https://secure-portal.example to confirm your current credentials. This standard procedure is designed for your protection and should take less than two minutes to complete. We appreciate your prompt cooperation in helping us maintain a reliable and secure environment for the entire team. Please contact the support desk if you have any questions.",164,c137efb2755d4f00be8f74edad2e213971061512cc68bb2152cf124053ec70f4,2026-02-04
phish_account_recovery_009_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Update regarding your internal workspace synchronization

Dear Team Member,

The IT Department is currently conducting a scheduled update to our internal directory services to improve cross-platform compatibility. During this transition, we noticed that a small number of user profiles, including yours, require a manual synchronization to ensure that all enterprise applications continue to function as expected throughout the upcoming week.

To assist with this transition, we have set up a secondary validation gate. We would appreciate it if you could take a brief moment to log into the secure portal at https://secure-portal.example to refresh your current session parameters. Completing this step helps our team ensure that your access permissions remain consistent across the network and prevents any unexpected delays when you attempt to reach your remote desktop or shared files.

We recommend finalizing this update before the close of business today to ensure a smooth transition. Thank you for your continued cooperation as we work to improve our internal infrastructure. Please reach out to the help desk if you require assistance.",172,115763cb490fba7fe43c1634a15d7fd8d7dccba228910683c08f24a52a92087e,2026-02-04
